,article_title,country,population,region,article_quality,revision_id
4046,Kham Ouane Boupha,Laos,7.5,SOUTHEAST ASIA,C,939943944.0
4047,Sisouk na Champassak,Laos,7.5,SOUTHEAST ASIA,Stub,1064794126.0
4048,Zong Zoua Her,Laos,7.5,SOUTHEAST ASIA,Stub,1076816082.0
4049,Faydang Lobliayao,Laos,7.5,SOUTHEAST ASIA,Start,1107940959.0
4050,Salath Rasasack,Laos,7.5,SOUTHEAST ASIA,Start,994125276.0
4051,Khamphoui Sisavatdy,Laos,7.5,SOUTHEAST ASIA,Stub,1055485895.0
4052,Beness Aijo,Latvia,1.9,NORTHERN EUROPE,C,1115384557.0
4053,Ojārs Ēriks Kalniņš,Latvia,1.9,NORTHERN EUROPE,C,1114677402.0
4054,Vilhelms Munters,Latvia,1.9,NORTHERN EUROPE,C,1099643612.0
4055,Andrievs Niedra,Latvia,1.9,NORTHERN EUROPE,Start,1093568731.0
4056,Voldemārs Ozols,Latvia,1.9,NORTHERN EUROPE,Stub,1089997466.0
4057,Pēteris Pētersons,Latvia,1.9,NORTHERN EUROPE,Stub,1020741324.0
4058,Pavels Rebenoks,Latvia,1.9,NORTHERN EUROPE,Start,1105550921.0
4059,Krišjānis Valdemārs,Latvia,1.9,NORTHERN EUROPE,Start,1114306933.0
4060,Jānis Vitenbergs,Latvia,1.9,NORTHERN EUROPE,Start,1096717048.0
4061,Marwan Abboud,Lebanon,5.5,WESTERN ASIA,Stub,1104776395.0
4062,Ibrahim al-Abdallah,Lebanon,5.5,WESTERN ASIA,Stub,1007918670.0
4063,Abdulhamid Al-Rafi’i,Lebanon,5.5,WESTERN ASIA,Start,1100044792.0
4064,Massoud Achkar,Lebanon,5.5,WESTERN ASIA,Stub,1115525099.0
4065,Anwar al-Fatayri,Lebanon,5.5,WESTERN ASIA,Start,1115642400.0
4066,Shakib Arslan,Lebanon,5.5,WESTERN ASIA,C,1115642434.0
4067,Ahmed Kamel Asaad,Lebanon,5.5,WESTERN ASIA,Stub,1036681388.0
4068,Asmar Asmar,Lebanon,5.5,WESTERN ASIA,Stub,934139580.0
4069,Hanna Atik,Lebanon,5.5,WESTERN ASIA,C,1111318051.0
4070,Mahmoud Awad,Lebanon,5.5,WESTERN ASIA,Stub,1086014873.0
4071,Jean Aziz,Lebanon,5.5,WESTERN ASIA,C,1055786114.0
4072,As'ad Adib Bayudh,Lebanon,5.5,WESTERN ASIA,Stub,1033948424.0
4073,Emile Bustani,Lebanon,5.5,WESTERN ASIA,Start,1078969693.0
4074,Nicolas Chammas,Lebanon,5.5,WESTERN ASIA,Start,1095167423.0
4075,Henri Chedid,Lebanon,5.5,WESTERN ASIA,Stub,1102381471.0
4076,Faisal Daoud,Lebanon,5.5,WESTERN ASIA,Stub,1115642474.0
4077,Jad Demian,Lebanon,5.5,WESTERN ASIA,Stub,1056836850.0
4078,Sarkis Dkhrouni,Lebanon,5.5,WESTERN ASIA,Start,1093486151.0
4079,Michel Elefteriades,Lebanon,5.5,WESTERN ASIA,GA,1105966086.0
4080,Inaya Ezzeddine,Lebanon,5.5,WESTERN ASIA,Stub,1091807058.0
4081,Mohammad Hussein Fadlallah,Lebanon,5.5,WESTERN ASIA,GA,1111766120.0
4082,Fakhr Fakhr,Lebanon,5.5,WESTERN ASIA,Stub,1033947740.0
4083,Tony Frangieh Jr.,Lebanon,5.5,WESTERN ASIA,Start,1114991501.0
4084,Nabil de Freige,Lebanon,5.5,WESTERN ASIA,Stub,1106121049.0
4085,Nicolas Ghosn,Lebanon,5.5,WESTERN ASIA,Stub,1113773407.0
4086,Mohammad Al Hajj Hassan,Lebanon,5.5,WESTERN ASIA,Stub,971823427.0
4087,Wassef El Harakeh,Lebanon,5.5,WESTERN ASIA,Start,1087959246.0
4088,Ziad Hawat,Lebanon,5.5,WESTERN ASIA,Start,1099448932.0
4089,Saadallah Howayek,Lebanon,5.5,WESTERN ASIA,Start,986027008.0
4090,Mohsen Ibrahim,Lebanon,5.5,WESTERN ASIA,GA,1101183010.0
4091,Gabriel Issa,Lebanon,5.5,WESTERN ASIA,Start,1054082287.0
4092,Nazira Jumblatt,Lebanon,5.5,WESTERN ASIA,Stub,1115642510.0
4093,Violette Khairallah Safadi,Lebanon,5.5,WESTERN ASIA,Start,1110769392.0
4094,Anwar al-Khatib (Lebanon),Lebanon,5.5,WESTERN ASIA,Start,1020172334.0
4095,Albert Kostanian,Lebanon,5.5,WESTERN ASIA,Start,1100952098.0
4096,Assad Kotaite,Lebanon,5.5,WESTERN ASIA,Start,1065535329.0
4097,Ibrahim Kulaylat,Lebanon,5.5,WESTERN ASIA,Start,1114649835.0
4098,Cesar Maalouf,Lebanon,5.5,WESTERN ASIA,Stub,1115225460.0
4099,Fadi Makki,Lebanon,5.5,WESTERN ASIA,Start,1112425111.0
4100,Chibli Mallat,Lebanon,5.5,WESTERN ASIA,C,1114673252.0
4101,Chadi Massaad,Lebanon,5.5,WESTERN ASIA,Start,1080949991.0
4102,Kayssar Moawad,Lebanon,5.5,WESTERN ASIA,Stub,972676618.0
4103,Muhammad Jamil Bayyuhum,Lebanon,5.5,WESTERN ASIA,C,1112086069.0
4104,Georges Naccache,Lebanon,5.5,WESTERN ASIA,Stub,1099005110.0
4105,Edmond Naïm,Lebanon,5.5,WESTERN ASIA,Start,1112346030.0
4106,Naoum Labaki,Lebanon,5.5,WESTERN ASIA,Stub,1094361748.0
4107,Chafic Nassif,Lebanon,5.5,WESTERN ASIA,Stub,1096934466.0
4108,Mohamad Osseiran,Lebanon,5.5,WESTERN ASIA,Stub,1090135871.0
4109,Vahan Papazian,Lebanon,5.5,WESTERN ASIA,Start,1114420722.0
4110,Philippe El Khazen,Lebanon,5.5,WESTERN ASIA,Start,1105532168.0
4111,Edmond Rizk,Lebanon,5.5,WESTERN ASIA,Start,1096324706.0
4112,Fady Saad,Lebanon,5.5,WESTERN ASIA,Stub,1033947667.0
4113,Osama Saad,Lebanon,5.5,WESTERN ASIA,Start,1102998707.0
4114,Waddah Sadek,Lebanon,5.5,WESTERN ASIA,Start,1100922577.0
4115,Alice Shabtini,Lebanon,5.5,WESTERN ASIA,Stub,1059832647.0
4116,Abu Youssef Sharqieh,Lebanon,5.5,WESTERN ASIA,Stub,762411418.0
4117,Joseph Skaff,Lebanon,5.5,WESTERN ASIA,Start,1095147871.0
4118,Myriam Skaff,Lebanon,5.5,WESTERN ASIA,Start,1105734768.0
4119,Maurice Sleem,Lebanon,5.5,WESTERN ASIA,Stub,1114994320.0
4120,Mounira Solh,Lebanon,5.5,WESTERN ASIA,C,1103683839.0
4121,Fares Souaid,Lebanon,5.5,WESTERN ASIA,Start,1091618473.0
4122,Strong Lebanon,Lebanon,5.5,WESTERN ASIA,Stub,1111162572.0
4123,Jean Talouzian,Lebanon,5.5,WESTERN ASIA,Stub,1115225277.0
4124,Imad Wakim,Lebanon,5.5,WESTERN ASIA,Stub,1105568437.0
4125,Amal Abou Zeid,Lebanon,5.5,WESTERN ASIA,Start,1110787396.0
4126,Tsepo Mzonethi,Lesotho,2.3,SOUTHERN AFRICA,Stub,1090856440.0
4127,Maphoka Motoboli,Lesotho,2.3,SOUTHERN AFRICA,Stub,1060492645.0
4128,Keketso Rantso,Lesotho,2.3,SOUTHERN AFRICA,Stub,1081425950.0
4129,Lebohang Thotanyane,Lesotho,2.3,SOUTHERN AFRICA,Stub,988255983.0
4130,Thomas Nimene Botoe,Liberia,5.3,WESTERN AFRICA,Stub,1032852481.0
4131,Laurence Konmla Bropleh,Liberia,5.3,WESTERN AFRICA,C,1111811069.0
4132,MacDella Cooper,Liberia,5.3,WESTERN AFRICA,Start,1090905959.0
4133,Ellen Corkrum,Liberia,5.3,WESTERN AFRICA,Start,1073787199.0
4134,Alexander B. Cummings Jr.,Liberia,5.3,WESTERN AFRICA,C,1082609064.0
4135,Bernice Dahn,Liberia,5.3,WESTERN AFRICA,Start,1065553283.0
4136,Josiah Johnson (footballer),Liberia,5.3,WESTERN AFRICA,Start,1077574201.0
4137,Wesley Momo Johnson,Liberia,5.3,WESTERN AFRICA,Stub,1103796944.0
4138,Roland B. Kai,Liberia,5.3,WESTERN AFRICA,Stub,1082873073.0
4139,Boima Kamara,Liberia,5.3,WESTERN AFRICA,Stub,1085305979.0
4140,J. Edwin Lloyd,Liberia,5.3,WESTERN AFRICA,Start,1043104532.0
4141,Momulu Massaquoi,Liberia,5.3,WESTERN AFRICA,Start,1108938993.0
4142,Nathaniel Varney Massaquoi,Liberia,5.3,WESTERN AFRICA,Start,1102401865.0
4143,Edward B. McClain Jr.,Liberia,5.3,WESTERN AFRICA,Stub,1064569309.0
4144,Eugene Lenn Nagbe,Liberia,5.3,WESTERN AFRICA,Stub,1083251751.0
4145,John Brown Russwurm,Liberia,5.3,WESTERN AFRICA,C,1094234122.0
4146,Clarence Lorenzo Simpson Jr.,Liberia,5.3,WESTERN AFRICA,C,1105954487.0
4147,Jeremiah Sulunteh,Liberia,5.3,WESTERN AFRICA,Start,1083116492.0
4148,Alaric Tokpa,Liberia,5.3,WESTERN AFRICA,Stub,1109480786.0
4149,E. Reginald Townsend,Liberia,5.3,WESTERN AFRICA,C,1097308313.0
4150,Blahsue Vonleh,Liberia,5.3,WESTERN AFRICA,Stub,966652408.0
4151,Tom Woewiyu,Liberia,5.3,WESTERN AFRICA,C,1106530241.0
4152,Abdullah al-Lafi,Libya,6.8,NORTHERN AFRICA,Stub,1110626129.0
4153,Ahmed Rafiq Almhadoui,Libya,6.8,NORTHERN AFRICA,Stub,980219181.0
4154,Mohamed Abulasʽad El-ʽAlem,Libya,6.8,NORTHERN AFRICA,Stub,978820765.0
4155,Abd-Rabbo al-Barassi,Libya,6.8,NORTHERN AFRICA,Stub,1115564159.0
4156,Fathi Bashagha,Libya,6.8,NORTHERN AFRICA,C,1115685809.0
4157,Mohamed Ben Ghalbon,Libya,6.8,NORTHERN AFRICA,C,1045780839.0
4158,Ahmad Bishti,Libya,6.8,NORTHERN AFRICA,Stub,988068224.0
4159,Abdul Hamid Dbeibeh,Libya,6.8,NORTHERN AFRICA,C,1115564238.0
4160,Ehtuish Ehtuish,Libya,6.8,NORTHERN AFRICA,Start,1095905433.0
4161,Mohamed Eshtewi,Libya,6.8,NORTHERN AFRICA,C,1115570928.0
4162,Ahmed Gaddaf al-Dam,Libya,6.8,NORTHERN AFRICA,C,1111251503.0
4163,Hisham Ben Ghalbon,Libya,6.8,NORTHERN AFRICA,C,983057293.0
4164,Khalifa Haftar,Libya,6.8,NORTHERN AFRICA,FA,1115568588.0
4165,El Waer Hakim,Libya,6.8,NORTHERN AFRICA,Start,1115555771.0
4166,Ibrahim Jadhran,Libya,6.8,NORTHERN AFRICA,Start,1115566993.0
4167,Leila bin Khalifa,Libya,6.8,NORTHERN AFRICA,Start,1115568631.0
4168,Al-Aref al-Khoga,Libya,6.8,NORTHERN AFRICA,Stub,1115564594.0
4169,Musa Al-Koni,Libya,6.8,NORTHERN AFRICA,Stub,1114169303.0
4170,Mohamed al-Menfi,Libya,6.8,NORTHERN AFRICA,Start,1113266300.0
4171,Abd al-Mawla Naqi,Libya,6.8,NORTHERN AFRICA,Stub,1088160861.0
4172,Abdullah Naker,Libya,6.8,NORTHERN AFRICA,Start,1115573103.0
4173,Aref Ali Nayed,Libya,6.8,NORTHERN AFRICA,C,1115553975.0
4174,Abdel Wahab Qaid,Libya,6.8,NORTHERN AFRICA,Start,1077575299.0
4175,Ali Sahli,Libya,6.8,NORTHERN AFRICA,Start,997716381.0
4176,Bashir Saadawi,Libya,6.8,NORTHERN AFRICA,Stub,1097982743.0
4177,Fayez al-Sarraj,Libya,6.8,NORTHERN AFRICA,GA,1115566067.0
4178,Mohammed El Senussi,Libya,6.8,NORTHERN AFRICA,C,1115570955.0
4179,Abdulrahman Sewehli,Libya,6.8,NORTHERN AFRICA,Stub,1041934642.0
4180,Ashour Suleiman Shuwail,Libya,6.8,NORTHERN AFRICA,Start,1062396177.0
4181,Mohamed Taha Siala,Libya,6.8,NORTHERN AFRICA,Start,1040410236.0
4182,Aleksandras Ambrazevičius,Lithuania,2.8,NORTHERN EUROPE,Stub,1055137919.0
4183,Leonas Apšega,Lithuania,2.8,NORTHERN EUROPE,Stub,1055138262.0
4184,Mykolas Arlauskas,Lithuania,2.8,NORTHERN EUROPE,Stub,1102542977.0
4185,Rimantas Astrauskas,Lithuania,2.8,NORTHERN EUROPE,Stub,1055138314.0
4186,Adomas Ąžuolas Audickas,Lithuania,2.8,NORTHERN EUROPE,Stub,1034971366.0
4187,Edminas Bagdonas,Lithuania,2.8,NORTHERN EUROPE,Stub,1107087749.0
4188,Zbignev Balcevič,Lithuania,2.8,NORTHERN EUROPE,Stub,1067686942.0
4189,Vilius Baldišis,Lithuania,2.8,NORTHERN EUROPE,Stub,1055138352.0
4190,Vladimiras Beriozovas,Lithuania,2.8,NORTHERN EUROPE,Stub,1081645523.0
4191,Kazys Boruta,Lithuania,2.8,NORTHERN EUROPE,Stub,1111128086.0
4192,Dalius Čekuolis,Lithuania,2.8,NORTHERN EUROPE,Start,981172806.0
4193,Virgilijus Čepaitis,Lithuania,2.8,NORTHERN EUROPE,Start,1055139334.0
4194,Jan Ciechanowicz,Lithuania,2.8,NORTHERN EUROPE,Start,1113206685.0
4195,Audra Dagelytė,Lithuania,2.8,NORTHERN EUROPE,Start,978650593.0
4196,Juozas Gabrys,Lithuania,2.8,NORTHERN EUROPE,C,1110562273.0
4197,Balys Gajauskas,Lithuania,2.8,NORTHERN EUROPE,Stub,1055139477.0
4198,Bronislovas Genzelis,Lithuania,2.8,NORTHERN EUROPE,Stub,1081643813.0
4199,Eimantas Grakauskas,Lithuania,2.8,NORTHERN EUROPE,Stub,1081646343.0
4200,Kęstutis Grinius,Lithuania,2.8,NORTHERN EUROPE,Stub,1096138707.0
4201,Šarūnas Gustainis,Lithuania,2.8,NORTHERN EUROPE,Stub,1108456889.0
4202,Gintautas Iešmantas,Lithuania,2.8,NORTHERN EUROPE,Stub,1055139730.0
4203,Stanislovas Gediminas Ilgūnas,Lithuania,2.8,NORTHERN EUROPE,Stub,1055139813.0
4204,Martynas Jankus,Lithuania,2.8,NORTHERN EUROPE,C,989879897.0
4205,Albinas Januška,Lithuania,2.8,NORTHERN EUROPE,Stub,1065010470.0
4206,Jurgis Jurgelis,Lithuania,2.8,NORTHERN EUROPE,Stub,1090998151.0
4207,Antanas Karoblis,Lithuania,2.8,NORTHERN EUROPE,Stub,1016154111.0
4208,Juozas Karvelis,Lithuania,2.8,NORTHERN EUROPE,Stub,1092210484.0
4209,Vytautas Kolesnikovas,Lithuania,2.8,NORTHERN EUROPE,Stub,1098843848.0
4210,Szymon Konarski,Lithuania,2.8,NORTHERN EUROPE,C,1047077008.0
4211,Stasys Kropas,Lithuania,2.8,NORTHERN EUROPE,Stub,978236314.0
4212,Petras Kubiliūnas,Lithuania,2.8,NORTHERN EUROPE,GA,1102814878.0
4213,Česlovas Kudaba,Lithuania,2.8,NORTHERN EUROPE,Stub,1051528968.0
4214,Algirdas Kumža,Lithuania,2.8,NORTHERN EUROPE,Stub,1095333348.0
4215,Dalia Kuodytė,Lithuania,2.8,NORTHERN EUROPE,Stub,1089537824.0
4216,Bronius Kuzmickas,Lithuania,2.8,NORTHERN EUROPE,Stub,1115418532.0
4217,Jonas Liaučius,Lithuania,2.8,NORTHERN EUROPE,Stub,1020554126.0
4218,Zita Loseva,Lithuania,2.8,NORTHERN EUROPE,Stub,1108440479.0
4219,Stasys Lozoraitis (junior),Lithuania,2.8,NORTHERN EUROPE,Stub,1113338752.0
4220,Jonas Mačys,Lithuania,2.8,NORTHERN EUROPE,Stub,1018920109.0
4221,Mykolas Majauskas,Lithuania,2.8,NORTHERN EUROPE,C,1115428484.0
4222,Vytautas Matulevičius,Lithuania,2.8,NORTHERN EUROPE,Start,1091859390.0
4223,Deividas Matulionis,Lithuania,2.8,NORTHERN EUROPE,Start,1101102702.0
4224,Darius Mažintas,Lithuania,2.8,NORTHERN EUROPE,Start,978234421.0
4225,Visvaldas Mažonas,Lithuania,2.8,NORTHERN EUROPE,Start,1111828286.0
4226,Albertas Miškinis,Lithuania,2.8,NORTHERN EUROPE,Stub,1091314043.0
4227,Donatas Morkūnas,Lithuania,2.8,NORTHERN EUROPE,Stub,1090323288.0
4228,Mindaugas Murza,Lithuania,2.8,NORTHERN EUROPE,GA,1115848408.0
4229,Algimantas Norvilas,Lithuania,2.8,NORTHERN EUROPE,Stub,1100321449.0
4230,Grzegorz Antoni Ogiński,Lithuania,2.8,NORTHERN EUROPE,Start,1104130589.0
4231,Vytautas Paliūnas,Lithuania,2.8,NORTHERN EUROPE,Stub,989408024.0
4232,Rolandas Paulauskas,Lithuania,2.8,NORTHERN EUROPE,Stub,1020295832.0
4233,Eugenijus Petrovas,Lithuania,2.8,NORTHERN EUROPE,Stub,1090157894.0
4234,Virginijus Pikturna,Lithuania,2.8,NORTHERN EUROPE,Stub,1110987732.0
4235,Petras Poškus,Lithuania,2.8,NORTHERN EUROPE,Stub,1105344855.0
4236,Vidmantas Povilionis,Lithuania,2.8,NORTHERN EUROPE,Stub,978236741.0
4237,Antanas Purėnas,Lithuania,2.8,NORTHERN EUROPE,Stub,1053162971.0
4238,Liudvikas Narcizas Rasimavičius,Lithuania,2.8,NORTHERN EUROPE,Stub,978229778.0
4239,Liudvikas Saulius Razma,Lithuania,2.8,NORTHERN EUROPE,Stub,1108537637.0
4240,Kęstutis Rimkus,Lithuania,2.8,NORTHERN EUROPE,Stub,1084581486.0
4241,Romualdas Rudzys,Lithuania,2.8,NORTHERN EUROPE,Stub,1078622083.0
4242,Valerijonas Šadreika,Lithuania,2.8,NORTHERN EUROPE,Stub,1016659563.0
4243,Kazimieras Saja,Lithuania,2.8,NORTHERN EUROPE,Stub,1089760495.0
4244,Józef Sapieha,Lithuania,2.8,NORTHERN EUROPE,Stub,1005625450.0
4245,Gediminas Šerkšnys,Lithuania,2.8,NORTHERN EUROPE,Stub,1019817150.0
4246,Liudvikas Simutis,Lithuania,2.8,NORTHERN EUROPE,Stub,1020199058.0
4247,Jonas Tamulis,Lithuania,2.8,NORTHERN EUROPE,Stub,1020058624.0
4248,Vladas Terleckas,Lithuania,2.8,NORTHERN EUROPE,Stub,1001712089.0
4249,Zigmas Vaišvila,Lithuania,2.8,NORTHERN EUROPE,Stub,1090444812.0
4250,Rimvydas Valatka,Lithuania,2.8,NORTHERN EUROPE,Stub,1097742567.0
4251,Birutė Valionytė,Lithuania,2.8,NORTHERN EUROPE,Stub,1115082962.0
4252,Povilas Varanauskas,Lithuania,2.8,NORTHERN EUROPE,Stub,1115085817.0
4253,Iosif Vareikis,Lithuania,2.8,NORTHERN EUROPE,C,1095024223.0
4254,Eduardas Vilkas,Lithuania,2.8,NORTHERN EUROPE,Stub,1051384630.0
4255,Povilas Višinskis,Lithuania,2.8,NORTHERN EUROPE,FA,1080541534.0
4256,Alfonsas Žalys,Lithuania,2.8,NORTHERN EUROPE,Stub,1051529875.0
4257,Nicolas Biever,Luxembourg,0.7,WESTERN EUROPE,Start,1040168986.0
4258,René Blum (politician),Luxembourg,0.7,WESTERN EUROPE,Stub,1098326089.0
4259,Dominique Brasseur,Luxembourg,0.7,WESTERN EUROPE,Start,1036127322.0
4260,Xavier Brasseur,Luxembourg,0.7,WESTERN EUROPE,Start,1095247221.0
4261,Jean-Pierre Büchler,Luxembourg,0.7,WESTERN EUROPE,Stub,972475222.0
4262,Corinne Cahen,Luxembourg,0.7,WESTERN EUROPE,Stub,1091081009.0
4263,Sven Clement,Luxembourg,0.7,WESTERN EUROPE,Start,1106657885.0
4264,Émile Colling,Luxembourg,0.7,WESTERN EUROPE,Stub,1093095448.0
4265,Lex Delles,Luxembourg,0.7,WESTERN EUROPE,Stub,1096618433.0
4266,Carole Dieschbourg,Luxembourg,0.7,WESTERN EUROPE,Start,1108005686.0
4267,Norbert Dumont,Luxembourg,0.7,WESTERN EUROPE,Stub,1098325935.0
4268,Paul Elvinger,Luxembourg,0.7,WESTERN EUROPE,Stub,1105609969.0
4269,Frank Engel (politician),Luxembourg,0.7,WESTERN EUROPE,C,1067686448.0
4270,Jean Ersfeld,Luxembourg,0.7,WESTERN EUROPE,Start,1045766144.0
4271,Johannes Olav Fallize,Luxembourg,0.7,WESTERN EUROPE,C,1098325847.0
4272,Marc Hansen (politician),Luxembourg,0.7,WESTERN EUROPE,Stub,972541291.0
4273,Aloyse Hentgen,Luxembourg,0.7,WESTERN EUROPE,Start,1033045810.0
4274,Dan Kersch,Luxembourg,0.7,WESTERN EUROPE,Stub,1100444711.0
4275,Fred Keup,Luxembourg,0.7,WESTERN EUROPE,Start,1098325820.0
4276,Guillaume Konsbruck,Luxembourg,0.7,WESTERN EUROPE,Start,1032222770.0
4277,Damian Kratzenberg,Luxembourg,0.7,WESTERN EUROPE,Start,1109668652.0
4278,Pierre Krier,Luxembourg,0.7,WESTERN EUROPE,Stub,1025075327.0
4279,Léon de la Fontaine,Luxembourg,0.7,WESTERN EUROPE,Start,989275202.0
4280,Andy Maar,Luxembourg,0.7,WESTERN EUROPE,Start,1083972057.0
4281,Norbert Metz,Luxembourg,0.7,WESTERN EUROPE,Start,1098326093.0
4282,Maggy Nagel,Luxembourg,0.7,WESTERN EUROPE,Stub,972402515.0
4283,Camille Ney,Luxembourg,0.7,WESTERN EUROPE,Stub,972474614.0
4284,Alphonse Osch,Luxembourg,0.7,WESTERN EUROPE,Stub,1011079244.0
4285,Roy Reding,Luxembourg,0.7,WESTERN EUROPE,C,1098325858.0
4286,Émile Schaus,Luxembourg,0.7,WESTERN EUROPE,Start,1011079294.0
4287,Meris Šehović,Luxembourg,0.7,WESTERN EUROPE,Start,1090540880.0
4288,Émile Servais,Luxembourg,0.7,WESTERN EUROPE,Start,1021508291.0
4289,Joe Thein,Luxembourg,0.7,WESTERN EUROPE,C,1106126986.0
4290,Jean Ulveling,Luxembourg,0.7,WESTERN EUROPE,Start,1044934913.0
4291,Dominique Urbany,Luxembourg,0.7,WESTERN EUROPE,Stub,1011079343.0
4292,René Urbany,Luxembourg,0.7,WESTERN EUROPE,Stub,1035637714.0
4293,Jup Weber,Luxembourg,0.7,WESTERN EUROPE,Stub,1103547818.0
4294,Augustin Andriamananoro,Madagascar,29.6,EASTERN AFRICA,C,1088440296.0
4295,Andriamihaja,Madagascar,29.6,EASTERN AFRICA,Start,1049859568.0
4296,Gilbert Annette,Madagascar,29.6,EASTERN AFRICA,Stub,1074411018.0
4297,Azaly Ben Marofo,Madagascar,29.6,EASTERN AFRICA,Stub,1015779867.0
4298,Laurent Botokeky,Madagascar,29.6,EASTERN AFRICA,Stub,1052355009.0
4299,Monja Jaona,Madagascar,29.6,EASTERN AFRICA,C,1036147967.0
4300,Ralijaona Laingo,Madagascar,29.6,EASTERN AFRICA,Stub,1025261917.0
4301,Lucien Xavier Michel-Andrianarahinjaka,Madagascar,29.6,EASTERN AFRICA,C,1058321016.0
4302,Jacques Rabemananjara,Madagascar,29.6,EASTERN AFRICA,C,1110634693.0
4303,Césaire Rabenoro,Madagascar,29.6,EASTERN AFRICA,Stub,1061411568.0
4304,Bruno Rajaonson,Madagascar,29.6,EASTERN AFRICA,Stub,1109478359.0
4305,Patrick Rajoelina,Madagascar,29.6,EASTERN AFRICA,Stub,1093046293.0
4306,Jean Ralaimongo,Madagascar,29.6,EASTERN AFRICA,C,1110879918.0
4307,Pierre Ramampy,Madagascar,29.6,EASTERN AFRICA,Stub,1028215428.0
4308,Hyppolite Ramaroson,Madagascar,29.6,EASTERN AFRICA,C,1099375685.0
4309,Nadine Ramaroson,Madagascar,29.6,EASTERN AFRICA,Start,1096471853.0
4310,Jonah Ranaivo,Madagascar,29.6,EASTERN AFRICA,Stub,1078436404.0
4311,Mamy Ranaivoniarivo,Madagascar,29.6,EASTERN AFRICA,Stub,1098113446.0
4312,Michel Randria,Madagascar,29.6,EASTERN AFRICA,Start,1015780786.0
4313,Marcel Ranjeva,Madagascar,29.6,EASTERN AFRICA,Stub,1109937144.0
4314,Roseline Emma Rasolovoahangy,Madagascar,29.6,EASTERN AFRICA,C,1089223300.0
4315,Ratsitatanina,Madagascar,29.6,EASTERN AFRICA,Stub,1036475970.0
4316,Lalao Ravalomanana,Madagascar,29.6,EASTERN AFRICA,Start,1113003603.0
4317,Mahasumpo Raveloson,Madagascar,29.6,EASTERN AFRICA,Stub,1089036415.0
4318,Benja Razafimahaleo,Madagascar,29.6,EASTERN AFRICA,Start,1072140578.0
4319,Honoré N. Razafindramiandra,Madagascar,29.6,EASTERN AFRICA,C,1089940988.0
4320,Andre Resampa,Madagascar,29.6,EASTERN AFRICA,Start,1073329416.0
4321,Christian Rémi Richard,Madagascar,29.6,EASTERN AFRICA,Stub,1112933791.0
4322,Albert Sylla,Madagascar,29.6,EASTERN AFRICA,Start,1075808888.0
4323,Norbert Zafimahova,Madagascar,29.6,EASTERN AFRICA,Stub,1015780135.0
4324,Attati Mpakati,Malawi,20.4,EASTERN AFRICA,Stub,1108000857.0
4325,Albert Muwalo,Malawi,20.4,EASTERN AFRICA,C,1114849569.0
4326,Cornelius Mwalwanda,Malawi,20.4,EASTERN AFRICA,Start,1105542555.0
4327,Kingsely Namakhwa,Malawi,20.4,EASTERN AFRICA,Stub,1064384238.0
4328,Mary Shawa,Malawi,20.4,EASTERN AFRICA,Start,1112290811.0
4329,James John Skinner,Malawi,20.4,EASTERN AFRICA,C,1113854291.0
4330,Michael Usi,Malawi,20.4,EASTERN AFRICA,Start,1107660890.0
4331,Abang Haji Abdillah,Malaysia,32.7,SOUTHEAST ASIA,Start,1056543425.0
4332,Abdul Ghani Mohamed Yassin,Malaysia,32.7,SOUTHEAST ASIA,Start,1113182866.0
4333,Abdul Manaf Hashim,Malaysia,32.7,SOUTHEAST ASIA,Start,1090466536.0
4334,Abdullah CD,Malaysia,32.7,SOUTHEAST ASIA,Start,1110169461.0
4335,Abu Samah Mohd Kassim,Malaysia,32.7,SOUTHEAST ASIA,Stub,1110963661.0
4336,Ahmad Johnie Zawawi,Malaysia,32.7,SOUTHEAST ASIA,Start,1044948332.0
4337,Ahmad Zaidi Adruce,Malaysia,32.7,SOUTHEAST ASIA,C,1099900353.0
4338,Kontik Kamariah Ahmad,Malaysia,32.7,SOUTHEAST ASIA,Start,1110357674.0
4339,Zainal Abidin Ahmad (writer),Malaysia,32.7,SOUTHEAST ASIA,C,1113287141.0
4340,Aidi Moktar,Malaysia,32.7,SOUTHEAST ASIA,Start,1090469435.0
4341,Aliasgar Basri,Malaysia,32.7,SOUTHEAST ASIA,C,1095268056.0
4342,Abdul Rahman Andak,Malaysia,32.7,SOUTHEAST ASIA,C,1104820799.0
4343,Arifin Asgali,Malaysia,32.7,SOUTHEAST ASIA,Start,1044383047.0
4344,Assaffal P. Alian,Malaysia,32.7,SOUTHEAST ASIA,Start,1099124313.0
4345,Awang Tengah Ali Hasan,Malaysia,32.7,SOUTHEAST ASIA,Start,1113182818.0
4346,Aznel Ibrahim,Malaysia,32.7,SOUTHEAST ASIA,Start,1110533050.0
4347,R. G. Balan,Malaysia,32.7,SOUTHEAST ASIA,Stub,1110533095.0
4348,Abdul Aziz bin Husain,Malaysia,32.7,SOUTHEAST ASIA,C,971530690.0
4349,Chai Kim Sen,Malaysia,32.7,SOUTHEAST ASIA,Start,1106368685.0
4350,Chen Tien,Malaysia,32.7,SOUTHEAST ASIA,Stub,1031735962.0
4351,Chin Peng,Malaysia,32.7,SOUTHEAST ASIA,FA,1107270533.0
4352,Chong Ted Tsiung,Malaysia,32.7,SOUTHEAST ASIA,Stub,1108544226.0
4353,Chong Zhemin,Malaysia,32.7,SOUTHEAST ASIA,Stub,1095389334.0
